company,rank,rank_change, revenue , profit , num. of employees ,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker, Market Cap 
McDonald&#8217;s,156,-7," 21,077 "," 6,025 "," 205,000 ","Hotels, Restaurants & Leisure",Chicago,IL,no,no,no,yes,149,Christopher J. Kempczinski,https://corporate.mcdonalds.com,MCD," 159,179 "
Marriott International,157,-6," 20,972 "," 1,273 "," 174,000 ","Hotels, Restaurants & Leisure",Bethesda,MD,no,no,no,yes,151,Anthony Capuano,https://www.marriott.com,MAR," 41,103 "
ManpowerGroup,158,-17," 20,864 ", 466 ," 28,000 ",Business Services,Milwaukee,WI,no,no,no,yes,141,Jonas Prising,https://www.manpowergroup.com,MAN," 3,109 "
Bank of New York Mellon,159,4," 20,822 "," 4,441 "," 48,400 ",Financials,New York,NY,no,no,no,yes,163,Thomas P. Gibbons,https://www.bnymellon.com,BK," 29,809 "
Hartford Financial Services Group,160,1," 20,740 "," 2,085 "," 19,500 ",Financials,Hartford,CT,no,no,no,yes,161,Christopher J. Swift,https://www.thehartford.com,HIG," 12,625 "
Danaher,161,-1," 20,521 "," 3,008 "," 60,000 ",Health Care,Washington,DC,no,no,no,yes,160,Rainer M. Blair,https://www.danaher.com,DHR," 168,395 "
Whirlpool,162,-14," 20,419 "," 1,184 "," 77,000 ",Industrials,Benton Harbor,MI,no,no,no,yes,148,Marc R. Bitzer,https://www.whirlpoolcorp.com,WHR," 12,242 "
AECOM,163,-6," 20,173 ", (261)," 86,000 ",Engineering & Construction,Los Angeles,CA,no,no,no,no,157,W. Troy Rudd,https://www.aecom.com,ACM," 8,085 "
Netflix,164,33," 20,156 "," 1,867 "," 8,600 ",Media,Los Gatos,CA,no,yes,no,yes,197,Reed Hastings/Ted Sarandos,https://www.netflix.com,NFLX," 259,043 "
Kohl&#8217;s,165,-9," 19,974 ", 691 ," 79,500 ",Retailing,Menomonee Falls,WI,no,no,yes,yes,156,Michelle D. Gass,https://www.kohls.com,KSS," 2,265 "
Lear,166,-19," 19,810 ", 754 ," 164,100 ",Motor Vehicles & Parts,Southfield,MI,no,no,no,yes,147,Raymond E. Scott,https://www.lear.com,LEA," 10,058 "
Altria Group,167,-5," 19,796 "," (1,293)"," 7,300 ","Food, Beverages & Tobacco",Richmond,VA,no,no,no,no,162,William F. Gifford Jr.,https://www.altria.com,MO," 71,863 "
Performance Food Group,168,8," 19,744 ", 167 ," 18,000 ",Wholesalers,Richmond,VA,no,no,no,yes,176,George L. Holm,https://www.pfgc.com,PFGC," 2,897 "
Avnet,169,-4," 19,519 ", 176 ," 15,500 ",Wholesalers,Phoenix,AZ,no,no,no,yes,165,Philip R. Gallagher,https://www.avnet.com,AVT," 2,506 "
Synchrony Financial,170,3," 19,461 "," 3,747 "," 16,500 ",Financials,Stamford,CT,no,no,yes,yes,173,Margaret M. Keane,https://www.synchronyfinancial.com,SYF," 9,871 "
Genuine Parts,171,-2," 19,392 ", 621 ," 55,000 ",Wholesalers,Atlanta,GA,no,no,no,yes,169,Paul D. Donahue,https://www.genpt.com,GPC," 14,431 "
NextEra Energy,172,12," 19,204 "," 3,769 "," 14,800 ",Energy,Juno Beach,FL,no,no,no,yes,184,James L. Robo,https://www.nexteraenergy.com,NEE," 164,661 "
CarMax,173,1," 19,146 ", 842 ," 25,946 ",Retailing,Richmond,VA,no,no,no,yes,174,William D. Nash,https://www.carmax.com,KMX," 8,795 "
Tenet Healthcare,174,-2," 18,479 ", (232)," 101,104 ",Health Care,Dallas,TX,no,no,no,no,172,Ronald A. Rittenmeyer,https://www.tenethealth.com,THC," 1,502 "
Kimberly-Clark,175,-4," 18,450 "," 2,157 "," 40,000 ",Household Products,Irving,TX,no,no,no,yes,171,Michael D. Hsu,https://www.kimberly-clark.com,KMB," 44,691 "
Emerson Electric,176,2," 18,372 "," 2,306 "," 88,000 ",Industrials,St. Louis,MO,no,no,no,yes,178,Lal L. Karsanbhai,https://www.emerson.com,EMR," 50,469 "
WestRock,177,13," 18,289 ", 863 ," 51,100 ",Materials,Atlanta,GA,no,no,no,yes,190,David B. Sewell,https://www.westrock.com,WRK," 11,971 "
CDW,178,13," 18,032 ", 737 ," 9,900 ",Technology,Lincolnshire,IL,no,no,yes,yes,191,Christine A. Leahy,https://www.cdw.com,CDW," 13,316 "
Jones Lang LaSalle (JLL),179,10," 17,983 ", 535 ," 93,400 ",Financials,Chicago,IL,no,no,no,yes,189,Christian Ulbrich,https://www.us.jll.com,JLL," 7,907 "
Sherwin-Williams,180,-3," 17,901 "," 1,541 "," 61,111 ",Chemicals,Cleveland,OH,no,no,no,yes,177,John G. Morikis,https://www.sherwin-williams.com,SHW," 42,186 "
Fluor,181,-17," 17,817 "," (1,305)"," 53,349 ",Engineering & Construction,Irving,TX,no,no,no,no,164,David E. Constable,https://www.fluor.com,FLR, 969 
PayPal Holdings,182,22," 17,772 "," 2,459 "," 23,200 ",Business Services,San Jose,CA,no,no,no,yes,204,Daniel H. Schulman,https://www.paypal.com,PYPL," 286,198 "
D.R. Horton,183,11," 17,593 "," 1,619 "," 8,916 ",Engineering & Construction,Arlington,TX,no,no,no,yes,194,David V. Auld,https://www.drhorton.com,DHI," 27,388 "
HollyFrontier,184,-9," 17,487 ", 772 ," 4,074 ",Energy,Dallas,TX,no,no,no,yes,175,Michael C. Jennings,https://www.hollyfrontier.com,HFC," 3,968 "
Tenneco,185,82," 17,450 ", (334)," 78,000 ",Motor Vehicles & Parts,Lake Forest,IL,no,no,no,no,267,Brian J. Kesseler,https://www.tenneco.com,TEN, 292 
EOG Resources,186,-5," 17,380 "," 2,735 "," 2,900 ",Energy,Houston,TX,no,no,no,yes,181,William R. Thomas,https://www.eogresources.com,EOG," 20,907 "
BD,187,8," 17,290 "," 1,233 "," 70,093 ",Health Care,Franklin Lakes,NJ,no,no,no,yes,195,Thomas E. Polen,https://www.bd.com,BDX," 65,554 "
Lincoln National,188,-1," 17,258 ", 886 ," 11,357 ",Financials,Radnor,PA,no,no,no,yes,187,Dennis R. Glass,https://www.lfg.com,LNC," 5,142 "
PG&E,189,-6," 17,129 "," (7,656)"," 23,000 ",Energy,San Francisco,CA,no,no,yes,no,183,Patricia K. Poppe,https://www.pgecorp.com,PCG," 4,763 "
Salesforce,190,50," 17,098 ", 126 ," 49,000 ",Technology,San Francisco,CA,no,yes,no,yes,240,Marc R. Benioff,https://www.salesforce.com,CRM," 204,547 "
Mastercard,191,19," 16,883 "," 8,118 "," 18,600 ",Business Services,Purchase,NY,no,no,no,yes,210,Michael Miebach,https://www.mastercard.com,MA," 333,881 "
General Mills,192,8," 16,865 "," 1,753 "," 40,000 ","Food, Beverages & Tobacco",Minneapolis,MN,no,no,no,yes,200,Jeffrey L. Harmening,https://www.generalmills.com,GIS," 33,837 "
Molina Healthcare,193,-25," 16,829 ", 737 ," 10,000 ",Health Care,Long Beach,CA,no,no,no,yes,168,Joseph M. Zubretsky,https://www.molinahealthcare.com,MOH," 8,501 "
Cognizant Technology Solutions,194,-1," 16,783 "," 1,842 "," 292,500 ",Technology,Teaneck,NJ,no,no,no,yes,193,Brian Humphries,https://www.cognizant.com,CTSH," 25,495 "
Marsh & McLennan,195,15," 16,652 "," 1,742 "," 76,000 ",Financials,New York,NY,no,no,no,yes,210,Daniel S. Glaser,https://www.mmc.com,MMC," 43,567 "
XPO Logistics,196,-16," 16,648 ", 419 ," 100,000 ",Transportation,Greenwich,CT,no,no,no,yes,180,Bradley S. Jacobs,https://www.xpo.com,XPO," 11,447 "
Dominion Energy,197,41," 16,572 "," 1,358 "," 19,100 ",Energy,Richmond,VA,no,no,no,yes,238,Robert M. Blue,https://www.dominionenergy.com,D," 58,397 "
Western Digital,198,-46," 16,569 ", (754)," 61,800 ",Technology,San Jose,CA,no,no,no,no,152,David V. Goeckeler,https://www.westerndigital.com,WDC," 15,766 "
Gap,199,-13," 16,383 ", 351 ," 129,000 ",Retailing,San Francisco,CA,no,no,yes,yes,186,Sonia Syngal,https://www.gapinc.com,GPS," 2,614 "
Aramark,200,-2," 16,227 ", 449 ," 233,400 ",Business Services,Philadelphia,PA,no,no,no,yes,198,John J. Zillmer,https://www.aramark.com,ARMK," 9,236 "
Principal Financial,201,18," 16,222 "," 1,394 "," 17,601 ",Financials,Des Moines,IA,no,no,no,yes,219,Daniel J. Houston,https://www.principal.com,PFG," 14,748 "
Ross Stores,202,7," 16,039 "," 1,661 "," 92,500 ",Retailing,Dublin,CA,no,no,yes,yes,209,Barbara Rentler,https://www.rossstores.com,ROST," 30,952 "
Colgate-Palmolive,203,-1," 15,693 "," 2,367 "," 34,300 ",Household Products,New York,NY,no,no,no,yes,202,Noel R. Wallace,https://www.colgatepalmolive.com,CL," 68,745 "
American Electric Power,204,-12," 15,561 "," 1,921 "," 17,408 ",Energy,Columbus,OH,no,no,no,yes,192,Nicholas K. Akins,https://www.aep.com,AEP," 40,084 "
Nordstrom,205,-9," 15,524 ", 496 ," 75,000 ",Retailing,Seattle,WA,no,no,no,yes,196,Erik B. Nordstrom,https://shop.nordstrom.com,JWN," 5,658 "
Jacobs Engineering Group,206,2," 15,464 ", 848 ," 50,000 ",Engineering & Construction,Dallas,TX,no,no,no,yes,208,Steven J. Demetriou,https://www.jacobs.com,J," 14,557 "
Waste Management,207,6," 15,455 "," 1,670 "," 44,900 ",Business Services,Houston,TX,no,no,no,yes,213,James C. Fish Jr.,https://www.wm.com,WM," 48,621 "
C.H. Robinson Worldwide,208,-23," 15,310 ", 577 ," 15,427 ",Transportation,Eden Prairie,MN,no,no,no,yes,185,Robert C. Biesterfeld Jr.,https://www.chrobinson.com,CHRW," 13,432 "
PPG Industries,209,-4," 15,146 "," 1,243 "," 47,600 ",Chemicals,Pittsburgh,PA,no,no,no,yes,205,Michael H. McGarry,https://www.ppg.com,PPG," 34,144 "
Booking Holdings,210,6," 15,066 "," 4,865 "," 26,400 ",Technology,Norwalk,CT,no,no,no,yes,216,Glenn D. Fogel,https://www.bookingholdings.com,BKNG," 88,465 "
Omnicom Group,211,-5," 14,954 "," 1,339 "," 70,000 ",Business Services,New York,NY,no,no,no,yes,206,John D. Wren,https://www.omnicomgroup.com,OMC," 11,906 "
Loews,212,14," 14,931 ", 932 ," 18,605 ",Financials,New York,NY,no,no,no,yes,226,James S. Tisch,https://www.loews.com,L," 10,023 "
Ecolab,213,2," 14,906 "," 1,559 "," 50,200 ",Chemicals,St. Paul,MN,no,no,no,yes,215,Christophe Beck,https://www.ecolab.com,ECL," 62,336 "
Stryker,214,19," 14,884 "," 2,083 "," 40,000 ",Health Care,Kalamazoo,MI,no,no,no,yes,233,Kevin A. Lobo,https://www.stryker.com,SYK," 92,148 "
Estée Lauder,215,16," 14,863 "," 1,785 "," 48,000 ",Household Products,New York,NY,no,no,no,yes,231,Fabrizio Freda,https://www.elcompanies.com,EL," 92,289 "
Goodyear Tire & Rubber,216,-13," 14,745 ", (311)," 63,000 ",Motor Vehicles & Parts,Akron,OH,no,no,no,no,203,Richard J. Kramer,https://www.goodyear.com,GT," 1,354 "
Truist Financial,217,29," 14,664 "," 3,224 "," 59,000 ",Financials,Charlotte,NC,no,no,no,yes,246,Kelly S. King,https://www.truist.com,TFC," 69,604 "
Applied Materials,218,-36," 14,608 "," 2,706 "," 22,000 ",Technology,Santa Clara,CA,no,no,no,yes,182,Gary E. Dickerson,https://www.appliedmaterials.com,AMAT," 98,603 "
BlackRock,219,2," 14,539 "," 4,476 "," 16,200 ",Financials,New York,NY,no,no,no,yes,221,Laurence D. Fink,https://www.blackrock.com,BLK," 113,810 "
Stanley Black & Decker,220,8," 14,442 ", 956 ," 59,438 ",Household Products,New Britain,CT,no,no,no,yes,228,James M. Loree,https://www.stanleyblackanddecker.com,SWK," 28,209 "
Freeport-McMoRan,221,-51," 14,402 ", (239)," 27,500 ",Energy,Phoenix,AZ,no,no,no,no,170,Richard C. Adkerson,https://fcx.com,FCX," 44,996 "
Texas Instruments,222,-23," 14,383 "," 5,017 "," 29,768 ",Technology,Dallas,TX,no,no,no,yes,199,Richard K. Templeton,https://www.ti.com,TXN," 159,107 "
Biogen,223,12," 14,378 "," 5,889 "," 7,400 ",Health Care,Cambridge,MA,no,no,no,yes,235,Michel Vounatsos,https://www.biogen.com,BIIB," 55,070 "
Parker-Hannifin,224,-6," 14,320 "," 1,512 "," 55,610 ",Industrials,Cleveland,OH,no,no,no,yes,218,Thomas L. Williams,https://www.parker.com,PH," 16,653 "
Reinsurance Group of America,225,26," 14,300 ", 870 ," 3,188 ",Financials,Chesterfield,MO,no,no,yes,yes,251,Anna Manning,https://www.rgare.com,RGA," 5,186 "
Howmet Aerospace,226,1," 14,192 ", 470 ," 41,700 ",Aerospace & Defense,Pittsburgh,PA,no,no,no,yes,227,John C. Plant/Tolga Oal,https://www.howmet.com,HWM," 7,001 "
Automatic Data Processing,227,12," 14,175 "," 2,293 "," 58,000 ",Business Services,Roseland,NJ,no,no,no,yes,239,Carlos A. Rodriguez,https://www.adp.com,ADP," 69,618 "
Uber Technologies,228,0," 14,147 "," (8,506)"," 26,900 ",Technology,San Francisco,CA,yes,no,no,no, ,Dara Khosrowshahi,https://www.uber.com,UBER," 48,226 "
Illinois Tool Works,229,-15," 14,109 "," 2,521 "," 45,000 ",Industrials,Glenview,IL,no,no,no,yes,214,E. Scott Santi,https://www.itw.com,ITW," 64,884 "
DaVita,230,-42," 14,102 ", 811 ," 65,000 ",Health Care,Denver,CO,no,no,no,yes,188,Javier J. Rodriguez,https://www.davita.com,DVA," 13,476 "
Discover Financial Services,231,22," 13,989 "," 2,957 "," 17,200 ",Financials,Riverwoods,IL,no,no,no,yes,253,Roger C. Hochschild,https://www.discover.com,DFS," 10,924 "
Land O&#8217;Lakes,232,-20," 13,888 ", 206 ," 8,000 ","Food, Beverages & Tobacco",Arden Hills,MN,no,no,yes,yes,212,Beth E. Ford,https://www.landolakesinc.com,,
VF,233,19," 13,871 "," 1,260 "," 75,000 ",Apparel,Greenwood Village,CO,no,no,no,yes,252,Steven E. Rendle,https://www.vfc.com,VFC," 32,110 "
Corteva,234,0," 13,846 ", (959)," 21,000 ","Food, Beverages & Tobacco",Wilmington,DE,yes,no,no,no, ,James C. Collins Jr.,https://www.corteva.com,CTVA," 22,043 "
Las Vegas Sands,235,-5," 13,739 "," 2,698 "," 50,000 ","Hotels, Restaurants & Leisure",Las Vegas,NV,no,yes,no,yes,230,Sheldon G. Adelson,https://www.sands.com,LVS," 41,576 "
Textron,236,-7," 13,630 ", 815 ," 35,000 ",Aerospace & Defense,Providence,RI,no,no,no,yes,229,Scott C. Donnelly,https://www.textron.com,TXT," 6,071 "
Kellogg,237,-3," 13,578 ", 960 ," 31,000 ","Food, Beverages & Tobacco",Battle Creek,MI,no,no,no,yes,234,Steven A. Cahillane,https://www.kelloggcompany.com,K," 19,812 "
Guardian Life Ins. Co. of America,238,6," 13,477 ", 680 ," 9,032 ",Financials,New York,NY,no,no,no,yes,244,Andrew J. McMahon,https://www.guardianlife.com,,
Qurate Retail,239,-14," 13,458 ", (456)," 25,314 ",Retailing,Englewood,CO,no,no,no,no,225,Michael A. George,https://www.qurateretail.com,QRTEA," 2,540 "
Core-Mark Holding,240,10," 13,329 ", 58 ," 8,555 ",Wholesalers,Westlake,TX,no,no,no,yes,250,Scott E. McPherson,https://www.core-mark.com,CORE," 1,295 "
Community Health Systems,241,-18," 13,210 ", (675)," 71,500 ",Health Care,Franklin,TN,no,no,no,no,223,Tim L. Hingtgen,https://www.chs.net,CYH, 394 
Kinder Morgan,242,-18," 13,209 "," 2,190 "," 11,086 ",Energy,Houston,TX,no,no,no,yes,224,Steven J. Kean,https://www.kindermorgan.com,KMI," 31,530 "
BJ's Wholesale Club,243,2," 13,191 ", 187 ," 27,231 ",Retailing,Westborough,MA,no,no,no,yes,245,Lee Delaney,https://www.bjs.com,BJ," 5,720 "
State Street,244,3," 13,131 "," 2,242 "," 39,103 ",Financials,Boston,MA,no,no,no,yes,247,Ronald P. O&#039;Hanley,https://www.statestreet.com,STT," 27,066 "
Ameriprise Financial,245,4," 13,103 "," 1,893 "," 12,500 ",Financials,Minneapolis,MN,no,no,no,yes,249,James M. Cracchiolo,https://www.ameriprise.com,AMP," 12,602 "
Global Partners,246,8," 13,082 ", 36 ," 3,860 ",Wholesalers,Waltham,MA,no,no,no,yes,254,Eric Slifka,https://www.globalp.com,GLP, 300 
United States Steel,247,-25," 12,937 ", (630)," 27,500 ",Materials,Pittsburgh,PA,no,no,no,no,222,David B. Burritt,https://www.ussteel.com,X," 1,074 "
L Brands,248,-7," 12,914 ", (366)," 59,950 ",Retailing,Columbus,OH,no,no,no,no,241,Andrew Menslow,https://www.lb.com,LB," 3,197 "
MGM Resorts International,249,17," 12,900 "," 2,049 "," 72,000 ","Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,yes,266,William J. Hornbuckle IV,https://www.mgmresorts.com,MGM," 15,366 "
L3Harris Technologies,250,224," 12,856 "," 1,333 "," 50,000 ",Aerospace & Defense,Melbourne,FL,no,no,no,yes,474,William M. Brown,https://www.l3harris.com,LHX," 48,000 "
DISH Network,251,-19," 12,808 "," 1,400 "," 16,000 ",Telecommunications,Englewood,CO,no,no,no,yes,232,W. Erik Carlson,https://www.dish.com,DISH," 10,456 "
Lithia Motors,252,13," 12,673 ", 272 ," 14,320 ",Retailing,Medford,OR,no,no,no,yes,265,Bryan B. DeBoer,https://www.lithiainvestorrelations.com,LAD," 1,910 "
DTE Energy,253,-33," 12,669 "," 1,169 "," 10,700 ",Energy,Detroit,MI,no,no,no,yes,220,Gerardo Norcia,https://www.dteenergy.com,DTE," 18,290 "
American Family Insurance Group,254,52," 12,633 ", 456 ," 13,531 ",Financials,Madison,WI,no,no,no,yes,306,Jack C. Salzwedel,https://www.amfam.com,,
Farmers Insurance Exchange,255,15," 12,593 ", 55 ," 10,980 ",Financials,Woodland Hills,CA,no,no,no,yes,270,Jeffrey J. Dailey,https://www.farmers.com,,
Consolidated Edison,256,3," 12,574 "," 1,343 "," 14,890 ",Energy,New York,NY,no,no,no,yes,259,Timothy Cawley,https://www.conedison.com,ED," 26,035 "
LKQ,257,5," 12,506 ", 541 ," 51,000 ",Wholesalers,Chicago,IL,no,no,no,yes,262,Dominick P. Zarcone,https://www.lkqcorp.com,LKQ," 6,311 "
Sempra Energy,258,11," 12,443 "," 2,197 "," 13,969 ",Energy,San Diego,CA,no,no,no,yes,269,Jeffrey W. Martin,https://www.sempra.com,SRE," 35,542 "
Edison International,259,-4," 12,347 "," 1,284 "," 12,937 ",Energy,Rosemead,CA,no,no,no,yes,255,Pedro J. Pizarro,https://www.edisoninvestor.com,EIX," 19,868 "
CenterPoint Energy,260,39," 12,301 ", 791 ," 14,262 ",Energy,Houston,TX,no,no,no,yes,299,David J. Lesar,https://www.centerpointenergy.com,CNP," 7,765 "
Quanta Services,261,22," 12,112 ", 402 ," 40,300 ",Engineering & Construction,Houston,TX,no,no,no,yes,283,Earl C. Austin Jr.,https://www.quantaservices.com,PWR," 11,008 "
Murphy USA,262,-5," 12,101 ", 155 ," 7,250 ",Retailing,El Dorado,AR,no,no,no,yes,257,R. Andrew Clyde,https://www.murphyusa.com,MUSA," 3,575 "
Expedia Group,263,17," 12,067 ", 565 ," 25,400 ",Retailing,Seattle,WA,no,no,no,yes,280,Peter M. Kern,https://www.expediagroup.com,EXPE," 7,877 "
Group 1 Automotive,264,8," 12,044 ", 174 ," 15,296 ",Retailing,Houston,TX,no,no,no,yes,272,Earl J. Hesterberg,https://www.group1auto.com,GPI, 813 
Bed Bath & Beyond,265,-7," 12,029 ", (137)," 62,000 ",Retailing,Union,NJ,no,no,no,no,258,Mark J. Tritton,https://www.bedbathandbeyond.com,BBBY, 535 
Unum Group,266,7," 11,999 "," 1,100 "," 10,300 ",Financials,Chattanooga,TN,no,no,no,yes,273,Richard P. McKenney,https://www.unum.com,UNM," 3,047 "
CSX,267,-7," 11,937 "," 3,331 "," 20,908 ",Transportation,Jacksonville,FL,no,no,no,yes,260,James M. Foote,https://www.csx.com,CSX," 44,162 "
AutoZone,268,13," 11,864 "," 1,617 "," 75,840 ",Retailing,Memphis,TN,no,no,no,yes,281,William C. Rhodes III,https://www.autozone.com,AZO," 19,756 "
Pacific Life,269,29," 11,847 ", 725 ," 3,815 ",Financials,Newport Beach,CA,no,no,no,yes,298,James T. Morris,https://www.pacificlife.com,,
Vistra Energy,270,67," 11,809 ", 928 ," 5,475 ",Energy,Irving,TX,no,no,no,yes,337,Curtis A. Morgan,https://www.vistraenergy.com,VST," 7,795 "
Charles Schwab,271,18," 11,785 "," 3,704 "," 19,700 ",Financials,San Francisco,CA,no,no,no,yes,289,Walter W. Bettinger II,https://www.schwab.com,SCHW," 109,983 "
Crown Holdings,272,12," 11,665 ", 510 ," 33,043 ",Materials,Yardley,PA,no,no,no,yes,284,Timothy J. Donahue,https://www.crowncork.com,CCK," 7,876 "
Ally Financial,273,30," 11,618 "," 1,715 "," 8,700 ",Financials,Detroit,MI,no,no,no,yes,303,Jeffrey J. Brown,https://www.ally.com,ALLY," 5,403 "
Laboratory Corp. of America (Labcorp),274,4," 11,555 ", 824 ," 65,000 ",Health Care,Burlington,NC,no,no,no,yes,278,Adam H. Schechter,https://www.labcorp.com,LH," 22,394 "
Live Nation Entertainment,275,17," 11,548 ", 70 ," 18,200 ",Media,Beverly Hills,CA,no,no,no,yes,292,Michael Rapino,https://www.livenationentertainment.com,LYV," 16,009 "
Xcel Energy,276,-2," 11,529 "," 1,372 "," 11,295 ",Energy,Minneapolis,MN,no,no,no,yes,274,Benjamin G.S. Fowke III,https://www.xcelenergy.com,XEL," 34,381 "
Corning,277,2," 11,503 ", 960 ," 49,500 ",Industrials,Corning,NY,no,no,no,yes,279,Wendell P. Weeks,https://www.corning.com,GLW," 15,664 "
W.W. Grainger,278,4," 11,486 ", 849 ," 24,550 ",Wholesalers,Lake Forest,IL,no,no,no,yes,282,D.G. Macpherson,https://www.grainger.com,GWW," 21,090 "
Ball,279,-8," 11,474 ", 566 ," 18,300 ",Materials,Broomfield,CO,no,no,no,yes,271,John A. Hayes,https://www.ball.com,BLL," 30,180 "
Fox,280,0," 11,389 "," 1,595 "," 7,700 ",Media,New York,NY,yes,no,no,yes, ,Lachlan K. Murdoch,https://www.foxcorporation.com,FOXA," 14,143 "
Universal Health Services,281,12," 11,378 ", 815 ," 79,050 ",Health Care,King of Prussia,PA,no,no,no,yes,293,Marc. D Miller,https://www.uhsinc.com,UHS," 11,193 "
Baxter International,282,4," 11,362 "," 1,001 "," 50,000 ",Health Care,Deerfield,IL,no,no,no,yes,286,,https://www.baxter.com,BAX," 41,180 "
Norfolk Southern,283,-6," 11,296 "," 2,722 "," 24,587 ",Transportation,Norfolk,VA,no,no,no,yes,277,James A. Squires,https://www.norfolksouthern.com,NSC," 37,537 "
Navistar International,284,24," 11,251 ", 221 ," 12,300 ",Industrials,Lisle,IL,no,no,no,yes,308,Persio V. Lisboa,https://www.navistar.com,NAV," 1,641 "
Adobe,285,54," 11,171 "," 2,952 "," 22,634 ",Technology,San Jose,CA,no,no,no,yes,339,Shantanu Narayen,https://www.adobe.com,ADBE," 224,860 "
J.C. Penney,286,-25," 11,167 ", (268)," 90,000 ",Retailing,Plano,TX,no,no,no,no,261,Stanley Shashoua,https://www.jcpenney.com,JCP, 116 
Discovery,287,13," 11,144 "," 2,069 "," 9,200 ",Media,Silver Spring,MD,no,no,no,yes,300,David M. Zaslav,https://www.corporate.discovery.com,DISCA," 9,503 "
Keurig Dr Pepper,288,121," 11,120 "," 1,254 "," 25,500 ","Food, Beverages & Tobacco",Burlington,MA,no,no,no,yes,409,Robert J. Gamgort,https://www.keurigdrpepper.com,KDP," 44,962 "
Leidos Holdings,289,22," 11,094 ", 667 ," 34,000 ",Technology,Reston,VA,no,no,no,yes,311,Roger A. Krone,https://www.leidos.com,LDOS," 15,605 "
IQVIA Holdings,290,15," 11,088 ", 191 ," 67,000 ",Health Care,Durham,NC,no,no,no,yes,305,Ari Bousbib,https://www.iqvia.com,IQV," 36,532 "
Reliance Steel & Aluminum,291,-16," 10,974 ", 702 ," 15,300 ",Materials,Los Angeles,CA,no,no,no,yes,275,James D. Hoffman,https://www.rsac.com,RS," 8,189 "
Nvidia,292,-24," 10,918 "," 2,796 "," 13,775 ",Technology,Santa Clara,CA,no,yes,no,yes,268,Jensen Huang,https://www.nvidia.com,NVDA," 330,936 "
Entergy,293,-5," 10,879 "," 1,241 "," 13,635 ",Energy,New Orleans,LA,no,no,no,yes,288,Leo P. Denault,https://www.entergy.com,ETR," 18,871 "
FirstEnergy,294,-31," 10,850 ", 912 ," 12,316 ",Energy,Akron,OH,no,no,no,yes,263,Steven E. Strah,https://www.firstenergycorp.com,FE," 21,666 "
eBay,295,0," 10,800 "," 1,786 "," 13,300 ",Technology,San Jose,CA,no,no,no,yes,295,Jamie Iannone,https://www.ebay.com,EBAY," 23,930 "
Boston Scientific,296,23," 10,735 "," 4,700 "," 36,000 ",Health Care,Marlborough,MA,no,no,no,yes,319,Michael F. Mahoney,https://www.bostonscientific.com,BSX," 52,495 "
ODP,297,-12," 10,647 ", 99 ," 40,000 ",Retailing,Boca Raton,FL,no,no,no,yes,285,Gerry P. Smith,https://www.officedepot.com,ODP, 868 
Molson Coors Beverage,298,-4," 10,579 ", 242 ," 17,700 ","Food, Beverages & Tobacco",Denver,CO,no,no,no,yes,294,Gavin D.K. Hattersley,https://www.molsoncoors.com,TAP," 8,441 "
Steel Dynamics,299,-35," 10,465 ", 671 ," 8,385 ",Materials,Fort Wayne,IN,no,yes,no,yes,264,Mark D. Millett,https://www.steeldynamics.com,STLD," 8,453 "
Mutual of Omaha Insurance,300,36," 10,456 ", 272 ," 6,072 ",Financials,Omaha,NE,no,no,no,yes,336,James T. Blackledge,https://www.mutualofomaha.com,,
Sonic Automotive,301,15," 10,454 ", 144 ," 9,300 ",Retailing,Charlotte,NC,no,no,no,yes,316,David Bruton Smith,https://www.sonicautomotive.com,SAH, 567 
Alcoa,302,-66," 10,433 "," (1,125)"," 13,800 ",Materials,Pittsburgh,PA,no,no,no,no,236,Roy C. Harvey,https://www.alcoa.com,AA," 4,247 "
Fidelity National Information Services,303,58," 10,333 ", 298 ," 55,000 ",Business Services,Jacksonville,FL,no,no,no,yes,361,Gary A. Norcross,https://www.fisglobal.com,FIS," 81,343 "
Henry Schein,304,-62," 10,305 ", 695 ," 19,000 ",Health Care,Melville,NY,no,no,no,yes,242,Stanley M. Bergman,https://www.henryschein.com,HSIC," 10,021 "
Republic Services,305,9," 10,299 "," 1,073 "," 36,000 ",Business Services,Phoenix,AZ,no,no,no,yes,314,Donald W. Slager,https://www.republicservices.com,RSG," 30,177 "
Liberty Media,306,74," 10,292 ", 106 ," 6,753 ",Media,Englewood,CO,no,no,no,yes,380,Gregory B. Maffei,https://www.libertymedia.com,LSXMA," 13,877 "
Peter Kiewit Sons&#8217;,307,33," 10,283 ", 419 ," 23,000 ",Engineering & Construction,Omaha,NE,no,no,no,yes,340,Rick Lanoha,https://www.kiewit.com,,
Interpublic Group,308,14," 10,221 ", 656 ," 54,300 ",Business Services,New York,NY,no,no,no,yes,322,Philippe Krakowsky,https://www.interpublic.com,IPG," 6,279 "
PulteGroup,309,3," 10,213 "," 1,017 "," 5,245 ",Engineering & Construction,Atlanta,GA,no,no,no,yes,312,Ryan R. Marshall,https://www.pultegroup.com,PHM," 12,518 "
AES,310,-14," 10,189 ", 303 ," 8,000 ",Energy,Arlington,VA,no,no,no,yes,296,,https://www.aes.com,AES," 9,041 "
